Edition	Country	MedalCount
1996	ISL	0
2000	ISL	1
2004	ISL	0
2008	ISL	14
1896	ISR	0
1900	ISR	0
1904	ISR	0
1908	ISR	0
1912	ISR	0
1920	ISR	0
1924	ISR	0
1928	ISR	0
1932	ISR	0
1936	ISR	0
1948	ISR	0
1952	ISR	0
1956	ISR	0
1960	ISR	0
1964	ISR	0
1968	ISR	0
1972	ISR	0
1976	ISR	0
1980	ISR	0
1984	ISR	0
1988	ISR	0
1992	ISR	2
1996	ISR	1
2000	ISR	1
2004	ISR	2
2008	ISR	1
1896	ISV	0
1900	ISV	0
1904	ISV	0
1908	ISV	0
1912	ISV	0
1920	ISV	0
1924	ISV	0
1928	ISV	0
1932	ISV	0
1936	ISV	0
1948	ISV	0
1952	ISV	0
1956	ISV	0
1960	ISV	0
1964	ISV	0
1968	ISV	0
1972	ISV	0
1976	ISV	0
1980	ISV	0
1984	ISV	0
1988	ISV	1
1992	ISV	0
1996	ISV	0
2000	ISV	0
2004	ISV	0
2008	ISV	0
1896	ITA	0
1900	ITA	4
1904	ITA	0
1908	ITA	7
1912	ITA	21
1920	ITA	84
1924	ITA	51
1928	ITA	70
1932	ITA	77
1936	ITA	71
1948	ITA	63
1952	ITA	53
1956	ITA	46
1960	ITA	88
1964	ITA	50
1968	ITA	32
1972	ITA	25
1976	ITA	31
1980	ITA	37
1984	ITA	63
1988	ITA	29
1992	ITA	46
1996	ITA	71
2000	ITA	65
2004	ITA	102
2008	ITA	42
1896	JAM	0
1900	JAM	0
1904	JAM	0
1908	JAM	0
1912	JAM	0
1920	JAM	0
1924	JAM	0
1928	JAM	0
1932	JAM	0
1936	JAM	0
1948	JAM	3
1952	JAM	8
1956	JAM	0
1960	JAM	0
1964	JAM	0
1968	JAM	1
1972	JAM	1
1976	JAM	2
1980	JAM	3
1984	JAM	6
1988	JAM	5
1992	JAM	4
1996	JAM	16
2000	JAM	23
2004	JAM	13
2008	JAM	17
1896	JPN	0
1900	JPN	0
1904	JPN	0
1908	JPN	0
1912	JPN	0
1920	JPN	3
1924	JPN	1
1928	JPN	8
1932	JPN	31
1936	JPN	21
1948	JPN	0
1952	JPN	12
1956	JPN	24
1960	JPN	29
1964	JPN	64
1968	JPN	67
1972	JPN	56
1976	JPN	41
1980	JPN	0
1984	JPN	49
1988	JPN	20
1992	JPN	47
1996	JPN	43
2000	JPN	43
2004	JPN	94
2008	JPN	51
1896	KAZ	0
1900	KAZ	0
1904	KAZ	0
1908	KAZ	0
1912	KAZ	0
1920	KAZ	0
1924	KAZ	0
1928	KAZ	0
1932	KAZ	0
1936	KAZ	0
1948	KAZ	0
1952	KAZ	0
1956	KAZ	0
1960	KAZ	0
1964	KAZ	0
1968	KAZ	0
1972	KAZ	0
1976	KAZ	0
1980	KAZ	0
1984	KAZ	0
1988	KAZ	0
1992	KAZ	0
1996	KAZ	11
2000	KAZ	7
2004	KAZ	8
2008	KAZ	13
1896	KEN	0
1900	KEN	0
1904	KEN	0
1908	KEN	0
1912	KEN	0
1920	KEN	0
1924	KEN	0
1928	KEN	0
1932	KEN	0
1936	KEN	0
1948	KEN	0
1952	KEN	0
1956	KEN	0
1960	KEN	0
1964	KEN	1
1968	KEN	12
1972	KEN	12
1976	KEN	0
1980	KEN	0
1984	KEN	3
1988	KEN	9
1992	KEN	8
1996	KEN	8
2000	KEN	7
2004	KEN	7
2008	KEN	14
1896	KGZ	0
1900	KGZ	0
1904	KGZ	0
1908	KGZ	0
1912	KGZ	0
1920	KGZ	0
1924	KGZ	0
1928	KGZ	0
1932	KGZ	0
1936	KGZ	0
1948	KGZ	0
1952	KGZ	0
1956	KGZ	0
1960	KGZ	0
1964	KGZ	0
1968	KGZ	0
1972	KGZ	0
1976	KGZ	0
1980	KGZ	0
1984	KGZ	0
1988	KGZ	0
1992	KGZ	0
1996	KGZ	0
2000	KGZ	1
2004	KGZ	0
2008	KGZ	2
1896	KOR	0
1900	KOR	0
1904	KOR	0
1908	KOR	0
1912	KOR	0
1920	KOR	0
1924	KOR	0
1928	KOR	0
1932	KOR	0
1936	KOR	0
1948	KOR	2
1952	KOR	2
1956	KOR	2
1960	KOR	0
1964	KOR	3
1968	KOR	2
1972	KOR	1
1976	KOR	17
1980	KOR	0
1984	KOR	42
1988	KOR	77
1992	KOR	49
1996	KOR	66
2000	KOR	73
2004	KOR	52
2008	KOR	78
1896	KSA	0
1900	KSA	0
1904	KSA	0
1908	KSA	0
1912	KSA	0
1920	KSA	0
1924	KSA	0
1928	KSA	0
1932	KSA	0
1936	KSA	0
1948	KSA	0
1952	KSA	0
1956	KSA	0
1960	KSA	0
1964	KSA	0
1968	KSA	0
1972	KSA	0
1976	KSA	0
1980	KSA	0
1984	KSA	0
1988	KSA	0
1992	KSA	0
1996	KSA	0
2000	KSA	2
2004	KSA	0
2008	KSA	0
1896	KUW	0
1900	KUW	0
1904	KUW	0
1908	KUW	0
1912	KUW	0
1920	KUW	0
1924	KUW	0
1928	KUW	0
1932	KUW	0
1936	KUW	0
1948	KUW	0
1952	KUW	0
1956	KUW	0
1960	KUW	0
1964	KUW	0
1968	KUW	0
1972	KUW	0
1976	KUW	0
1980	KUW	0
1984	KUW	0
1988	KUW	0
1992	KUW	0
1996	KUW	0
2000	KUW	1
2004	KUW	0
2008	KUW	0
1896	LAT	0
1900	LAT	0
1904	LAT	0
1908	LAT	0
1912	LAT	0
1920	LAT	0
1924	LAT	0
1928	LAT	0
1932	LAT	1
1936	LAT	2
1948	LAT	0
1952	LAT	0
1956	LAT	0
1960	LAT	0
1964	LAT	0
1968	LAT	0
1972	LAT	0
1976	LAT	0
1980	LAT	0
1984	LAT	0
1988	LAT	0
1992	LAT	3
1996	LAT	1
2000	LAT	3
2004	LAT	4
2008	LAT	3
1896	LIB	0
1900	LIB	0
1904	LIB	0
1908	LIB	0
1912	LIB	0
1920	LIB	0
1924	LIB	0
1928	LIB	0
1932	LIB	0
1936	LIB	0
1948	LIB	0
1952	LIB	2
1956	LIB	0
1960	LIB	0
1964	LIB	0
1968	LIB	0
1972	LIB	1
1976	LIB	0
1980	LIB	1
1984	LIB	0
1988	LIB	0
1992	LIB	0
1996	LIB	0
2000	LIB	0
2004	LIB	0
2008	LIB	0
1896	LTU	0
1900	LTU	0
1904	LTU	0
1908	LTU	0
1912	LTU	0
1920	LTU	0
1924	LTU	0
1928	LTU	0
1932	LTU	0
1936	LTU	0
1948	LTU	0
1952	LTU	0
1956	LTU	0
1960	LTU	0
1964	LTU	0
1968	LTU	0
1972	LTU	0
1976	LTU	0
1980	LTU	0
1984	LTU	0
1988	LTU	0
1992	LTU	13
1996	LTU	12
2000	LTU	17
2004	LTU	3
2008	LTU	5
1896	LUX	0
1900	LUX	0
1904	LUX	0
1908	LUX	0
1912	LUX	0
1920	LUX	1
1924	LUX	0
1928	LUX	0
1932	LUX	0
1936	LUX	0
1948	LUX	0
1952	LUX	1
1956	LUX	0
1960	LUX	0
1964	LUX	0
1968	LUX	0
1972	LUX	0
1976	LUX	0
1980	LUX	0
1984	LUX	0
1988	LUX	0
1992	LUX	0
1996	LUX	0
2000	LUX	0
2004	LUX	0
2008	LUX	0
1896	MAS	0
1900	MAS	0
1904	MAS	0
1908	MAS	0
1912	MAS	0
1920	MAS	0
1924	MAS	0
1928	MAS	0
1932	MAS	0
1936	MAS	0
1948	MAS	0
1952	MAS	0
1956	MAS	0
1960	MAS	0
1964	MAS	0
1968	MAS	0
1972	MAS	0
1976	MAS	0
1980	MAS	0
1984	MAS	0
1988	MAS	0
1992	MAS	2
1996	MAS	3
2000	MAS	0
2004	MAS	0
2008	MAS	1
1896	MDA	0
1900	MDA	0
1904	MDA	0
1908	MDA	0
1912	MDA	0
1920	MDA	0
1924	MDA	0
1928	MDA	0
1932	MDA	0
1936	MDA	0
1948	MDA	0
1952	MDA	0
1956	MDA	0
1960	MDA	0
1964	MDA	0
1968	MDA	0
1972	MDA	0
1976	MDA	0
1980	MDA	0
1984	MDA	0
1988	MDA	0
1992	MDA	0
1996	MDA	3
2000	MDA	2
2004	MDA	0
2008	MDA	1
1896	MEX	0
1900	MEX	0
1904	MEX	0
1908	MEX	0
1912	MEX	0
1920	MEX	0
1924	MEX	0
1928	MEX	0
1932	MEX	2
1936	MEX	16
1948	MEX	9
1952	MEX	1
1956	MEX	2
1960	MEX	1
1964	MEX	1
1968	MEX	9
1972	MEX	1
1976	MEX	2
1980	MEX	12
1984	MEX	6
1988	MEX	2
1992	MEX	1
1996	MEX	1
2000	MEX	6
2004	MEX	4
2008	MEX	4
1896	MGL	0
1900	MGL	0
1904	MGL	0
1908	MGL	0
1912	MGL	0
1920	MGL	0
1924	MGL	0
1928	MGL	0
1932	MGL	0
1936	MGL	0
1948	MGL	0
1952	MGL	0
1956	MGL	0
1960	MGL	0
1964	MGL	0
1968	MGL	4
1972	MGL	1
1976	MGL	1
1980	MGL	4
1984	MGL	0
1988	MGL	1
1992	MGL	2
1996	MGL	1
2000	MGL	0
2004	MGL	1
2008	MGL	4
1896	MKD	0
1900	MKD	0
1904	MKD	0
1908	MKD	0
1912	MKD	0
1920	MKD	0
1924	MKD	0
1928	MKD	0
1932	MKD	0
1936	MKD	0
1948	MKD	0
1952	MKD	0
1956	MKD	0
1960	MKD	0
1964	MKD	0
1968	MKD	0
1972	MKD	0
1976	MKD	0
1980	MKD	0
1984	MKD	0
1988	MKD	0
1992	MKD	0
1996	MKD	0
2000	MKD	1
2004	MKD	0
2008	MKD	0
1896	MOZ	0
1900	MOZ	0
1904	MOZ	0
1908	MOZ	0
1912	MOZ	0
1920	MOZ	0
1924	MOZ	0
1928	MOZ	0
1932	MOZ	0
1936	MOZ	0
1948	MOZ	0
1952	MOZ	0
1956	MOZ	0
1960	MOZ	0
1964	MOZ	0
1968	MOZ	0
1972	MOZ	0
1976	MOZ	0
1980	MOZ	0
1984	MOZ	0
1988	MOZ	0
1992	MOZ	0
1996	MOZ	1
2000	MOZ	1
2004	MOZ	0
2008	MOZ	0
1896	MRI	0
1900	MRI	0
1904	MRI	0
1908	MRI	0
1912	MRI	0
1920	MRI	0
1924	MRI	0
1928	MRI	0
1932	MRI	0
1936	MRI	0
1948	MRI	0
1952	MRI	0
1956	MRI	0
1960	MRI	0
1964	MRI	0
1968	MRI	0
1972	MRI	0
1976	MRI	0
1980	MRI	0
1984	MRI	0
1988	MRI	0
1992	MRI	0
1996	MRI	0
2000	MRI	0
2004	MRI	0
2008	MRI	1
1896	NAM	0
1900	NAM	0
1904	NAM	0
1908	NAM	0
1912	NAM	0
1920	NAM	0
1924	NAM	0
1928	NAM	0
1932	NAM	0
1936	NAM	0
1948	NAM	0
1952	NAM	0
1956	NAM	0
1960	NAM	0
1964	NAM	0
1968	NAM	0
1972	NAM	0
1976	NAM	0
1980	NAM	0
1984	NAM	0
1988	NAM	0
1992	NAM	2
1996	NAM	2
2000	NAM	0
2004	NAM	0
2008	NAM	0
1896	NED	0
1900	NED	20
1904	NED	0
1908	NED	11
1912	NED	22
1920	NED	48
1924	NED	26
1928	NED	65
1932	NED	12
1936	NED	37
1948	NED	42
1952	NED	18
1956	NED	0
1960	NED	3
1964	NED	30
1968	NED	14
1972	NED	6
1976	NED	15
1980	NED	6
1984	NED	40
1988	NED	44
1992	NED	33
1996	NED	73
2000	NED	79
2004	NED	76
2008	NED	62
1896	NGR	0
1900	NGR	0
1904	NGR	0
1908	NGR	0
1912	NGR	0
1920	NGR	0
1924	NGR	0
1928	NGR	0
1932	NGR	0
1936	NGR	0
1948	NGR	0
1952	NGR	0
1956	NGR	0
1960	NGR	0
1964	NGR	1
1968	NGR	0
1972	NGR	1
1976	NGR	0
1980	NGR	0
1984	NGR	5
1988	NGR	0
1992	NGR	11
1996	NGR	26
2000	NGR	8
2004	NGR	8
2008	NGR	24
1896	NIG	0
1900	NIG	0
1904	NIG	0
1908	NIG	0
1912	NIG	0
1920	NIG	0
1924	NIG	0
1928	NIG	0
1932	NIG	0
1936	NIG	0
1948	NIG	0
1952	NIG	0
1956	NIG	0
1960	NIG	0
1964	NIG	0
1968	NIG	0
1972	NIG	1
1976	NIG	0
1980	NIG	0
1984	NIG	0
1988	NIG	0
1992	NIG	0
1996	NIG	0
2000	NIG	0
2004	NIG	0
2008	NIG	0
1896	NOR	0
1900	NOR	9
1904	NOR	0
1908	NOR	44
1912	NOR	76
1920	NOR	141
1924	NOR	26
1928	NOR	9
1932	NOR	0
1936	NOR	28
1948	NOR	18
1952	NOR	13
1956	NOR	3
1960	NOR	2
1964	NOR	0
1968	NOR	6
1972	NOR	8
1976	NOR	6
1980	NOR	0
1984	NOR	4
1988	NOR	23
1992	NOR	23
1996	NOR	25
2000	NOR	44
2004	NOR	7
2008	NOR	22
1896	NZL	0
1900	NZL	0
1904	NZL	0
1908	NZL	0
1912	NZL	0
1920	NZL	1
1924	NZL	1
1928	NZL	1
1932	NZL	2
1936	NZL	1
1948	NZL	0
1952	NZL	3
1956	NZL	3
1960	NZL	3
1964	NZL	6
1968	NZL	7
1972	NZL	14
1976	NZL	27
1980	NZL	0
1984	NZL	23
1988	NZL	24
1992	NZL	15
1996	NZL	9
2000	NZL	4
2004	NZL	6
2008	NZL	14
1896	PAK	0
1900	PAK	0
1904	PAK	0
1908	PAK	0
1912	PAK	0
1920	PAK	0
1924	PAK	0
1928	PAK	0
1932	PAK	0
1936	PAK	0
1948	PAK	0
1952	PAK	0
1956	PAK	14
1960	PAK	14
1964	PAK	16
1968	PAK	13
1972	PAK	15
1976	PAK	16
1980	PAK	0
1984	PAK	16
1988	PAK	1
1992	PAK	16
1996	PAK	0
2000	PAK	0
2004	PAK	0
2008	PAK	0
1896	PAN	0
1900	PAN	0
1904	PAN	0
1908	PAN	0
1912	PAN	0
1920	PAN	0
1924	PAN	0
1928	PAN	0
1932	PAN	0
1936	PAN	0
1948	PAN	2
1952	PAN	0
1956	PAN	0
1960	PAN	0
1964	PAN	0
1968	PAN	0
1972	PAN	0
1976	PAN	0
1980	PAN	0
1984	PAN	0
1988	PAN	0
1992	PAN	0
1996	PAN	0
2000	PAN	0
2004	PAN	0
2008	PAN	1
1896	PAR	0
1900	PAR	0
1904	PAR	0
1908	PAR	0
1912	PAR	0
1920	PAR	0
1924	PAR	0
1928	PAR	0
1932	PAR	0
1936	PAR	0
1948	PAR	0
1952	PAR	0
1956	PAR	0
1960	PAR	0
1964	PAR	0
1968	PAR	0
1972	PAR	0
1976	PAR	0
1980	PAR	0
1984	PAR	0
1988	PAR	0
1992	PAR	0
1996	PAR	0
2000	PAR	0
2004	PAR	17
2008	PAR	0
1896	PER	0
1900	PER	0
1904	PER	0
1908	PER	0
1912	PER	0
1920	PER	0
1924	PER	0
1928	PER	0
1932	PER	0
1936	PER	0
1948	PER	1
1952	PER	0
1956	PER	0
1960	PER	0
1964	PER	0
1968	PER	0
1972	PER	0
1976	PER	0
1980	PER	0
1984	PER	1
1988	PER	12
1992	PER	1
1996	PER	0
2000	PER	0
2004	PER	0
2008	PER	0
1896	PHI	0
1900	PHI	0
1904	PHI	0
1908	PHI	0
1912	PHI	0
1920	PHI	0
1924	PHI	0
1928	PHI	1
1932	PHI	3
1936	PHI	1
1948	PHI	0
1952	PHI	0
1956	PHI	0
1960	PHI	0
1964	PHI	1
1968	PHI	0
1972	PHI	0
1976	PHI	0
1980	PHI	0
1984	PHI	0
1988	PHI	1
1992	PHI	1
1996	PHI	1
2000	PHI	0
2004	PHI	0
2008	PHI	0
1896	POL	0
1900	POL	0
1904	POL	0
1908	POL	0
1912	POL	0
1920	POL	0
1924	POL	5
1928	POL	18
1932	POL	19
1936	POL	9
1948	POL	1
1952	POL	4
1956	POL	19
1960	POL	30
1964	POL	48
1968	POL	37
1972	POL	46
1976	POL	73
1980	POL	50
1984	POL	0
1988	POL	21
1992	POL	42
1996	POL	21
2000	POL	24
2004	POL	12
2008	POL	20
1896	POR	0
1900	POR	0
1904	POR	0
1908	POR	0
1912	POR	0
1920	POR	0
1924	POR	3
1928	POR	0
1932	POR	0
1936	POR	3
1948	POR	5
1952	POR	2
1956	POR	0
1960	POR	2
1964	POR	0
1968	POR	0
1972	POR	0
1976	POR	2
1980	POR	0
1984	POR	3
1988	POR	1
1992	POR	0
1996	POR	3
2000	POR	2
2004	POR	3
2008	POR	2
1896	PRK	0
1900	PRK	0
1904	PRK	0
1908	PRK	0
1912	PRK	0
1920	PRK	0
1924	PRK	0
1928	PRK	0
1932	PRK	0
1936	PRK	0
1948	PRK	0
1952	PRK	0
1956	PRK	0
1960	PRK	0
1964	PRK	0
1968	PRK	0
1972	PRK	15
1976	PRK	2
1980	PRK	5
1984	PRK	0
1988	PRK	0
1992	PRK	10
1996	PRK	5
2000	PRK	4
2004	PRK	5
2008	PRK	6
1896	PUR	0
1900	PUR	0
1904	PUR	0
1908	PUR	0
1912	PUR	0
1920	PUR	0
1924	PUR	0
1928	PUR	0
1932	PUR	0
1936	PUR	0
1948	PUR	1
1952	PUR	0
1956	PUR	0
1960	PUR	0
1964	PUR	0
1968	PUR	0
1972	PUR	0
1976	PUR	1
1980	PUR	0
1984	PUR	2
1988	PUR	0
1992	PUR	1
1996	PUR	1
2000	PUR	0
2004	PUR	0
2008	PUR	0
1896	QAT	0
1900	QAT	0
1904	QAT	0
1908	QAT	0
1912	QAT	0
1920	QAT	0
1924	QAT	0
1928	QAT	0
1932	QAT	0
1936	QAT	0
1948	QAT	0
1952	QAT	0
1956	QAT	0
1960	QAT	0
1964	QAT	0
1968	QAT	0
1972	QAT	0
1976	QAT	0
1980	QAT	0
1984	QAT	0
1988	QAT	0
1992	QAT	1
1996	QAT	0
2000	QAT	1
2004	QAT	0
2008	QAT	0
1896	ROU	0
1900	ROU	0
1904	ROU	0
1908	ROU	0
1912	ROU	0
1920	ROU	0
1924	ROU	23
1928	ROU	0
1932	ROU	0
1936	ROU	2
1948	ROU	0
1952	ROU	4
1956	ROU	19
1960	ROU	15
1964	ROU	16
1968	ROU	23
1972	ROU	40
1976	ROU	55
1980	ROU	72
1984	ROU	106
1988	ROU	51
1992	ROU	53
1996	ROU	38
2000	ROU	46
2004	ROU	39
2008	ROU	22
1896	RSA	0
1900	RSA	0
1904	RSA	0
1908	RSA	2
1912	RSA	7
1920	RSA	21
1924	RSA	3
1928	RSA	6
1932	RSA	5
1936	RSA	1
1948	RSA	4
1952	RSA	14
1956	RSA	7
1960	RSA	3
1964	RSA	0
1968	RSA	0
1972	RSA	0
1976	RSA	0
1980	RSA	0
1984	RSA	0
1988	RSA	0
1992	RSA	3
1996	RSA	5
2000	RSA	5
2004	RSA	10
2008	RSA	1
1896	RU1	0
1900	RU1	0
1904	RU1	0
1908	RU1	3
1912	RU1	14
1920	RU1	0
1924	RU1	0
1928	RU1	0
1932	RU1	0
1936	RU1	0
1948	RU1	0
1952	RU1	0
1956	RU1	0
1960	RU1	0
1964	RU1	0
1968	RU1	0
1972	RU1	0
1976	RU1	0
1980	RU1	0
1984	RU1	0
1988	RU1	0
1992	RU1	0
1996	RU1	0
2000	RU1	0
2004	RU1	0
2008	RU1	0
1896	RUS	0
1900	RUS	0
1904	RUS	0
1908	RUS	0
1912	RUS	0
1920	RUS	0
1924	RUS	0
1928	RUS	0
1932	RUS	0
1936	RUS	0
1948	RUS	0
1952	RUS	0
1956	RUS	0
1960	RUS	0
1964	RUS	0
1968	RUS	0
1972	RUS	0
1976	RUS	0
1980	RUS	0
1984	RUS	0
1988	RUS	0
1992	RUS	0
1996	RUS	115
2000	RUS	188
2004	RUS	192
2008	RUS	143
1896	SCG	0
1900	SCG	0
1904	SCG	0
1908	SCG	0
1912	SCG	0
1920	SCG	0
1924	SCG	0
1928	SCG	0
1932	SCG	0
1936	SCG	0
1948	SCG	0
1952	SCG	0
1956	SCG	0
1960	SCG	0
1964	SCG	0
1968	SCG	0
1972	SCG	0
1976	SCG	0
1980	SCG	0
1984	SCG	0
1988	SCG	0
1992	SCG	0
1996	SCG	0
2000	SCG	0
2004	SCG	14
2008	SCG	0
1896	SEN	0
1900	SEN	0
1904	SEN	0
1908	SEN	0
1912	SEN	0
1920	SEN	0
1924	SEN	0
1928	SEN	0
1932	SEN	0
1936	SEN	0
1948	SEN	0
1952	SEN	0
1956	SEN	0
1960	SEN	0
1964	SEN	0
1968	SEN	0
1972	SEN	0
1976	SEN	0
1980	SEN	0
1984	SEN	0
1988	SEN	1
1992	SEN	0
1996	SEN	0
2000	SEN	0
2004	SEN	0
2008	SEN	0
1896	SIN	0
1900	SIN	0
1904	SIN	0
1908	SIN	0
1912	SIN	0
1920	SIN	0
1924	SIN	0
1928	SIN	0
1932	SIN	0
1936	SIN	0
1948	SIN	0
1952	SIN	0
1956	SIN	0
1960	SIN	1
1964	SIN	0
1968	SIN	0
1972	SIN	0
1976	SIN	0
1980	SIN	0
1984	SIN	0
1988	SIN	0
1992	SIN	0
1996	SIN	0
2000	SIN	0
2004	SIN	0
2008	SIN	3
1896	SLO	0
1900	SLO	0
1904	SLO	0
1908	SLO	0
1912	SLO	0
1920	SLO	0
1924	SLO	0
1928	SLO	0
1932	SLO	0
1936	SLO	0
1948	SLO	0
1952	SLO	0
1956	SLO	0
1960	SLO	0
1964	SLO	0
1968	SLO	0
1972	SLO	0
1976	SLO	0
1980	SLO	0
1984	SLO	0
1988	SLO	0
1992	SLO	6
1996	SLO	2
2000	SLO	3
2004	SLO	5
2008	SLO	5
1896	SRB	0
1900	SRB	0
1904	SRB	0
1908	SRB	0
1912	SRB	0
1920	SRB	0
1924	SRB	0
1928	SRB	0
1932	SRB	0
1936	SRB	0
1948	SRB	0
1952	SRB	0
1956	SRB	0
1960	SRB	0
1964	SRB	0
1968	SRB	0
1972	SRB	0
1976	SRB	0
1980	SRB	0
1984	SRB	0
1988	SRB	0
1992	SRB	0
1996	SRB	0
2000	SRB	0
2004	SRB	0
2008	SRB	15
1896	SRI	0
1900	SRI	0
1904	SRI	0
1908	SRI	0
1912	SRI	0
1920	SRI	0
1924	SRI	0
1928	SRI	0
1932	SRI	0
1936	SRI	0
1948	SRI	1
1952	SRI	0
1956	SRI	0
1960	SRI	0
1964	SRI	0
1968	SRI	0
1972	SRI	0
1976	SRI	0
1980	SRI	0
1984	SRI	0
1988	SRI	0
1992	SRI	0
1996	SRI	0
2000	SRI	1
2004	SRI	0
2008	SRI	0
1896	SUD	0
1900	SUD	0
1904	SUD	0
1908	SUD	0
1912	SUD	0
1920	SUD	0
1924	SUD	0
1928	SUD	0
1932	SUD	0
1936	SUD	0
1948	SUD	0
1952	SUD	0
1956	SUD	0
1960	SUD	0
1964	SUD	0
1968	SUD	0
1972	SUD	0
1976	SUD	0
1980	SUD	0
1984	SUD	0
1988	SUD	0
1992	SUD	0
1996	SUD	0
2000	SUD	0
2004	SUD	0
2008	SUD	1
1896	SUI	3
1900	SUI	15
1904	SUI	2
1908	SUI	0
1912	SUI	0
1920	SUI	29
1924	SUI	65
1928	SUI	29
1932	SUI	1
1936	SUI	47
1948	SUI	32
1952	SUI	33
1956	SUI	3
1960	SUI	11
1964	SUI	6
1968	SUI	13
1972	SUI	8
1976	SUI	10
1980	SUI	2
1984	SUI	15
1988	SUI	8
1992	SUI	1
1996	SUI	11
2000	SUI	14
2004	SUI	7
2008	SUI	11
1896	SUR	0
1900	SUR	0
1904	SUR	0
1908	SUR	0
1912	SUR	0
1920	SUR	0
1924	SUR	0
1928	SUR	0
1932	SUR	0
1936	SUR	0
1948	SUR	0
1952	SUR	0
1956	SUR	0
1960	SUR	0
1964	SUR	0
1968	SUR	0
1972	SUR	0
1976	SUR	0
1980	SUR	0
1984	SUR	0
1988	SUR	1
1992	SUR	1
1996	SUR	0
2000	SUR	0
2004	SUR	0
2008	SUR	0
1896	SVK	0
1900	SVK	0
1904	SVK	0
1908	SVK	0
1912	SVK	0
1920	SVK	0
1924	SVK	0
1928	SVK	0
1932	SVK	0
1936	SVK	0
1948	SVK	0
1952	SVK	0
1956	SVK	0
1960	SVK	0
1964	SVK	0
1968	SVK	0
1972	SVK	0
1976	SVK	0
1980	SVK	0
1984	SVK	0
1988	SVK	0
1992	SVK	0
1996	SVK	3
2000	SVK	6
2004	SVK	10
2008	SVK	10
1896	SWE	0
1900	SWE	1
1904	SWE	0
1908	SWE	98
1912	SWE	173
1920	SWE	146
1924	SWE	80
1928	SWE	36
1932	SWE	31
1936	SWE	34
1948	SWE	73
1952	SWE	70
1956	SWE	34
1960	SWE	7
1964	SWE	15
1968	SWE	9
1972	SWE	21
1976	SWE	10
1980	SWE	18
1984	SWE	32
1988	SWE	16
1992	SWE	35
1996	SWE	31
2000	SWE	32
2004	SWE	12
2008	SWE	7
1896	SYR	0
1900	SYR	0
1904	SYR	0
1908	SYR	0
1912	SYR	0
1920	SYR	0
1924	SYR	0
1928	SYR	0
1932	SYR	0
1936	SYR	0
1948	SYR	0
1952	SYR	0
1956	SYR	0
1960	SYR	0
1964	SYR	0
1968	SYR	0
1972	SYR	0
1976	SYR	0
1980	SYR	0
1984	SYR	1
1988	SYR	0
1992	SYR	0
1996	SYR	1
2000	SYR	0
2004	SYR	1
2008	SYR	0
1896	TAN	0
1900	TAN	0
1904	TAN	0
1908	TAN	0
1912	TAN	0
1920	TAN	0
1924	TAN	0
1928	TAN	0
1932	TAN	0
1936	TAN	0
1948	TAN	0
1952	TAN	0
1956	TAN	0
1960	TAN	0
1964	TAN	0
1968	TAN	0
1972	TAN	0
1976	TAN	0
1980	TAN	2
1984	TAN	0
1988	TAN	0
1992	TAN	0
1996	TAN	0
2000	TAN	0
2004	TAN	0
2008	TAN	0
1896	TCH	0
1900	TCH	0
1904	TCH	0
1908	TCH	0
1912	TCH	0
1920	TCH	10
1924	TCH	10
1928	TCH	16
1932	TCH	4
1936	TCH	17
1948	TCH	20
1952	TCH	25
1956	TCH	7
1960	TCH	22
1964	TCH	55
1968	TCH	29
1972	TCH	29
1976	TCH	15
1980	TCH	52
1984	TCH	0
1988	TCH	10
1992	TCH	8
1996	TCH	0
2000	TCH	0
2004	TCH	0
2008	TCH	0
1896	TGA	0
1900	TGA	0
1904	TGA	0
1908	TGA	0
1912	TGA	0
1920	TGA	0
1924	TGA	0
1928	TGA	0
1932	TGA	0
1936	TGA	0
1948	TGA	0
1952	TGA	0
1956	TGA	0
1960	TGA	0
1964	TGA	0
1968	TGA	0
1972	TGA	0
1976	TGA	0
1980	TGA	0
1984	TGA	0
1988	TGA	0
1992	TGA	0
1996	TGA	1
2000	TGA	0
2004	TGA	0
2008	TGA	0
1896	THA	0
1900	THA	0
1904	THA	0
1908	THA	0
1912	THA	0
1920	THA	0
1924	THA	0
1928	THA	0
1932	THA	0
1936	THA	0
1948	THA	0
1952	THA	0
1956	THA	0
1960	THA	0
1964	THA	0
1968	THA	0
1972	THA	0
1976	THA	1
1980	THA	0
1984	THA	1
1988	THA	1
1992	THA	1
1996	THA	2
2000	THA	3
2004	THA	8
2008	THA	4
1896	TJK	0
1900	TJK	0
1904	TJK	0
1908	TJK	0
1912	TJK	0
1920	TJK	0
1924	TJK	0
1928	TJK	0
1932	TJK	0
1936	TJK	0
1948	TJK	0
1952	TJK	0
1956	TJK	0
1960	TJK	0
1964	TJK	0
1968	TJK	0
1972	TJK	0
1976	TJK	0
1980	TJK	0
1984	TJK	0
1988	TJK	0
1992	TJK	0
1996	TJK	0
2000	TJK	0
2004	TJK	0
2008	TJK	2
1896	TOG	0
1900	TOG	0
1904	TOG	0
1908	TOG	0
1912	TOG	0
1920	TOG	0
1924	TOG	0
1928	TOG	0
1932	TOG	0
1936	TOG	0
1948	TOG	0
1952	TOG	0
1956	TOG	0
1960	TOG	0
1964	TOG	0
1968	TOG	0
1972	TOG	0
1976	TOG	0
1980	TOG	0
1984	TOG	0
1988	TOG	0
